RID,UPA #,Estab Name,DBA,Site Address 1,Site Address 2,Site City,Site State,Site Zip,Site County,Primary/Site NAICS,UPA Receipt Date,Receipt Type,Formality,Insp #,Hazard Desc & Location,# Alleged Hazards/ Emp Exposed
419700,C-1570418,Amazon Fulfillment Center JAX 2,,12900 Pecan Park Rd,,JACKSONVILLE,FL,32218,DUVAL,452910 / 452910,2020-04-13 13:00:00,Mail,Nonformal,,"a. The employer is not proving hand sanitizer, employees must hunt down hand sanitizer and wipes.. b. The employer is not proving mask. c. The gloves provided are the same that have always been provided, cloth grip gloves that are not capable of virus prevention. d. Employees are being told to clean between the aisles and work areas without proper knowledge and/or PPE to sanitize these areas. e. The 3rd party cleaning company, Sizemore, does a poor job at sanitizing the way they are required to, due to lack of concern. ",5 /250
419700,C-1606081,Amazon Fulfillment Center (JAX 3),,13333 103rd Street,,JACKSONVILLE,FL,32221,DUVAL,452910 / 452910,2020-06-16 15:00:00,In person,Nonformal,,"1). The rack system in the F & G Mode Area are not secured to the floor or assembled to prevent collapse, the shelving moves when removing rolls of carpet appearing to be on the verge of collapse, exposing the employees to crushing hazards. 2). There are two managers and one project assistant in the ICQA department creating a hostile work environment by yelling, badgering, and publicly belittling employees on daily basis, exposing employees to hostile work environment. 3). There are two managers and one project assistant that are not enforcing CDC Guidelines of social distancing by allowing employees to gather during stand-up in small groups then instructing other employees to walk through the groups, exposing employees to the possible spread of COVID-19. 4). The employer does not enforce the use of pedestrian lanes during hours of production exposing employees to struck-by hazards by lift trucks and order pickers. 5). The storage racks in the F & G mode are not stored in a manner to prevent collapse of pallets and palletized merchandise, they are leaning and some are not stored squarely on the racks sticking out exposed to being struck by lift trucks and order pickers. 6). Extra rack components such as rack shelves, post, wire mesh sides and other pieces are stored in a dedicated area instead are loosely stowed inter mingled with pallets and palletized merchandise exposing employees to struck-by or crushed by hazards. ",6 /25
419700,C-1618321,Amazon DJX1,,11084 Cabot Commerce Cir,,JACKSONVILLE,FL,32226,DUVAL,452910 / 452910,2020-07-07 08:00:00,Online,Nonformal,,1. The employer requires employees to use buses for transportation between the facility and the offsite parking area and does not practice social distancing of employees in keeping with the Centers for Disease Control and Prevention (CDC) guidance to prevent worker exposure to Coronavirus (COVID-19). 2. The employer requires employees to use buses for transportation between the facility and the offsite parking area and does not practice routine cleaning and other housekeeping practices for these buses that is in keeping with the CDC guidance to prevent worker exposure to COVID-19.,1 /1
419700,C-1620447,Amazon Fulfillment Center (JAX 3),,13333 103rd Street,,JACKSONVILLE,FL,32221,DUVAL,452910 / 452910,2020-07-10 13:30:00,Online,Nonformal,,"1. The employer has not adequately performed sanitation of employee restroom, break areas, food consumption areas, and production areas frequented by high numbers of employees including employees with recent positive COVID-19 test results and those who have reported COVID-19 symptoms. 2. The employer has not provided adequate supplies of hand sanitizer and hand soap readily accessible to employees for use in preventing exposure and transmission of the COVID-19 virus. ",2 /100
419700,C-1644980,Amazon Fulfillment Center (JAX 3),,13333 103rd Street,,JACKSONVILLE,FL,32221,DUVAL,452910 / 452910,2020-08-17 12:45:00,Phone,Nonformal,,"1. The employer's facility has an outage of running water, and employees are exposed to a COVID-19 transmission hazard in that they are unable to comply with CDC COVID-19 guidelines for a 20-second handwashing regimen with the employer-provided bottled water.",1 /800
452110,C-1603101,AMAZON,,2285 LITTON LANE,,HEBRON,KY,41048,BOONE,493110 / 493110,2020-06-03 08:22:52,Mail,Formal,,"Lack of knowledge with COVID-19 in CVG 5. Three (3) people tested positive on the employee's shift and the employee reached out to HR on numerous occasions asking if they came in contact with those and HR dodged the question several times. Another employee never got the text or was notified about COVID-19 in the building. Masks aren't required in the breakroom and usually a lot of people there. Company took away hazard pay and started docking employee's for absences. When employee was told to take a leave of absence, because they didn't want to catch COVID-19, they had to wait in line at HR for over an hour where they refused to help with the tech issue on the employee app preventing the employee from taking their leave. Employee was then forced into resignation for it.",/
452110,C-1621638,AMAZON FULFILLMENT CENTER,,1051 S COLUMBIA AVE,,FINLEY,KY,42718,TAYLOR,493110 / 493110,2020-07-09 00:00:00,Email,Formal,,"Amazon is not following protocol on keeping employees safe enough from this virus. They are not asking employees about symptoms every day. The state of Kentucky requires not just a temperature check, but also a general health check to screen employees for the full list of CDC-recognized symptoms, and nausea is a rare (but documented) symptom of COVID-19. Employees have been forced to work while sick, some throwing up while working and some with fevers. Some with fevers were told they didn't have one, when in fact they did.",/
452110,C-1642646,AMAZON CVG9,,2305 LITTON LANE,,HEBRON,KY,41048,BOONE,493110 / 493110,2020-08-10 10:54:57,Email,Formal,,Amazon is not in full compliance with Kentucky COVID requirements. Face mask compliance is not universal on the floor. A lot of uncovered noses and some mouths. Employees will approach to converse and lower their masks. Employees are allowed to walk around the break rooms with no masks and not maintaining social distancing. Break room monitors are often engaged with their computers or phone. Amazon cites 10 workers a week to meet a corporate directive but does not appear to go beyond that.,/
452110,C-1761679,Amazon,,7230 Global Drive,,PLEASURE RIDGE PARK,KY,40258,JEFFERSON,452910 / 452910,2021-04-26 10:27:07,Email,Formal,,"Employees on the new ""megacycle"" shift from 1:20am-11:50am are being forced to load carts with delivery bags and packages within 20 minutes while not being socially distanced.",/
453710,C-1597244,Amazon Delivery Station,,224 N Hoover Rd,,DURHAM,NC,27703,DURHAM,493110 / 493110,2020-05-28 07:36:40,Email,Formal,,There have been several employees which have tested positive for COVID-19 and it is not possible to practice social distancing inside the facility. Employees are working in close proximity in order to communicate and perform task.,/
453710,C-1605070,Amazon Delivery Station,,224 N Hoover Rd,,DURHAM,NC,27703,DURHAM,454111 / 454111,2020-06-11 00:00:00,Phone,Formal,,"There is concern that employees could be exposed to the COVID-19 virus in the workplace, due to an increasing number of confirmed cases, and drivers not wearing gloves.",/
453710,C-1618958,Amazon Delivery Station,,224 N. Hoover Road,,DURHAM,NC,27703,DURHAM,493110 / 493110,2020-07-08 09:30:12,Phone,Formal,,"1. Employees are not able to social distance. Arrows on the floor of aisles indicate direction of travel but the employer does not enforce following the direction of travel; therefore, employees cannot social distance. 2. Carts shared between employees are not disinfected between use. 3. Employees and drivers in the warehouse are not required to wear masks. 4. The facility is not shut down and disinfected when there is a case of Covid-19.",/
453710,C-1698832,Amazon.com Services LLC,,4851 Jones Sausage Road,,GARNER,NC,27529,WAKE,493110 / 493110,2020-12-02 00:00:00,Email,Formal,,"1. The work stations and bathrooms are filthy and are not being cleaned. This is exposing hundreds of associates to COVID-19. 2. The facility is operating under mandatory overtime, causing three or more shifts to be working at the same time. This makes it nearly impossible to socially distance.",/
453710,C-1733416,"AMAZON, INC. - RDU1",,4851 Jones Sausage Road,,GARNER,NC,27529,WAKE,454111 / 454111,2021-02-09 00:00:00,Phone,Formal,,"Where there continues to be numerous cases of COVID-19 among members of the workforce, employees are being exposed to the virus in the workplace, due to: 1. Employees are not informed when employees with whom they have had, or could have had, close contact, have tested positive for the virus or have been diagnosed with the infection; 2. The workplace is not being sanitized properly; 3. Employees are permitted to go back to work after getting tested but before they get the result.",/
453710,C-1735526,Amazon Fulfillment Center,,4851 Jones Sausage Rd,,GARNER,NC,27529,WAKE,454113 / 454113,2021-02-16 00:00:00,Phone,Formal,,"With the Covid-19 pandemic and multiple positive cases in the facility, there is a concern that employees with symptoms are tested on site but allowed to work before test results come back. Employees are also not being informed of a positive case in their area/department that they may have been in direct contact with which is patiently exposing all employees in the area/department.",/
453710,C-1743457,Amazon.com Services LLC,,4851 Jones Sausage Road,,GARNER,NC,27529,WAKE,454111 / 454111,2021-03-05 00:00:00,Phone,Formal,,"Employees could be exposed to the COVID-19 virus in the workplace, due to, where there have been multiple employees who have tested positive for the virus and/or have been diagnosed with the infection: many employees, including some managers and process assistants, do not wear masks, or do not wear them properly so that their mouth and nose are covered.",/
453710,C-1782201,Amazon Fulfillment Services Inc.,,3200 Bush St,,RALEIGH,NC,27606,WAKE,493110 / 493110,2021-06-29 15:12:07,Email,Formal,,"There have been confirmed COVID-19 cases, however the employer is not informing employees or performing regular cleaning. The employer is not enforcing the wearing of mask or practicing social distancing.",/
453720,C-1620635,Amazon - Fulfillment Center GS01,,1656 Old Greensboro Road,,KERNERSVILLE,NC,27284,FORSYTH,493110 / 493110,2020-07-10 18:30:37,Phone,Formal,,"1. On or about July 3, 2020, an employee was tested positive for COVID-19. The employee was at work that day and potentially exposed other workers. 2. On or about July 4, 2020, the nurse that checks temperatures of workers was not onsite, so the employer let everyone come into work without having their temperatures checked. 3. Portajohns on the site are only cleaned once per week and are not being sanitized. 4. There is no water inside for employees to wash their hands.",/
453720,C-1683308,Amazon.com Services LLC,,394 Fanning Fields Road,,HORSE SHOE,NC,28742,HENDERSON,493110 / 493110,2020-11-05 14:10:34,Phone,Formal,,"1. Employees were informed by other employees that there had been a couple of employees who tested positive for COVID-19 on November 4, 2020. The employer did not notify employees that there had been positive cases, but confirmed that there were positive cases when asked by employees. Employees were told that if they left work to be tested for virus that they would be terminated. 2. The employer told employees that a cleaning crew would not be brought into the facility and that they had to keep working. Employees are concerned that they have been exposed to the virus and that surfaces may be contaminated.",/
453720,C-1696018,"AMAZON, INC.",,7941 National Service Road,,GREENSBORO,NC,27409,GUILFORD,454111 / 454111,2020-11-25 00:00:00,Phone,Formal,,"Employees could be exposed to the COVID-19 virus in the workplace, due to: 1. Where there have been at least 15 cases of the infection among members of the workforce, employees are not being informed when coworkers, with whom they were, or could have been, in relatively close contact, test positive or are diagnosed with the infection; 2. There are so many employees working that they cannot stay 6 feet apart; 3. Employees with symptoms, who have to wait to get a test, continue to work while waiting for the test.",/
453720,C-1696024,"AMAZON, INC.",,1656 Old Greensboro Road,,KERNERSVILLE,NC,27284,FORSYTH,454111 / 454111,2020-11-25 00:00:00,Phone,Formal,,"There is concern that the building is unsafe for employees due to there being an outbreak of COVID-19, and there being so many people in the building that they cannot stay 6 feet apart.",/
453720,C-1768916,Amazon Fulfillment Center - GSO1,,1656 Old Greensboro Road,,KERNERSVILLE,NC,27284,FORSYTH,454111 / 454111,2021-05-17 00:00:00,Phone,Formal,,"1. Employees could be exposed to the COVID-19 virus in the workplace, due to: a) There have been numerous cases of the infection among members of the workforce; b) COVID-19 testing is voluntary; c) The employer is constantly hiring new employees; d) Masks are worn, but they are not the N95 mask. 2. The facility and the work are very dusty; some employees experiences eye irritation and/or respiratory congestion due to the dust, and PPE is not provided to protect them from that exposure. Employees are not allowed to wear their own PPE to include a face shield.",/
453730,C-1572125,Amazon Com DEDC LLC,,10240 Old Dowd Rd,,CHARLOTTE,NC,28214,MECKLENBURG,493110 / 493110,2020-04-15 00:00:00,Email,Formal,,Coronavirus unpreparedness as well as lack of preventative measures after a confirmed case; lack of deep cleaning.,/
453730,C-1572855,Amazon Distribution Center CLT,,10800 Old Dowd Road,,CHARLOTTE,NC,28214,MECKLENBURG,454111 / 454111,2020-04-16 00:00:00,Phone,Formal,,"Following a case of COVID-19 in the building, they did not shut down and/or thoroughly clean, and continue to operate. Although they have put tape on the floor, it is hard for employees to keep apart, and there is no sanitization of their work areas.",/
453730,C-1574784,"Amazon.com Services, Inc.",,8000 Tuckaseegee Rd,,CHARLOTTE,NC,28208,MECKLENBURG,493110 / 493110,2020-04-20 00:00:00,Email,Formal,,"Three employees have tested positive for COVID-19 at the facility and the employees are not being told which department they worked in. The workplace has not been closed down to be sanitized. There is also a lack of soap, hand sanitizer, and cleaning materials throughout the facility.",/
453730,C-1574785,"Amazon.com Services, Inc.",,8000 Tuckaseegee Rd,,CHARLOTTE,NC,28208,MECKLENBURG,493110 / 493110,2020-04-20 00:00:00,Email,Formal,,"Within the pass week or two, 6 people on site have caught the corona virus. Within the pass 24hrs, 2 out of those has been found with it. The cleaning crew barely cleans and when they do they spend more time on cleaning the main break room and the front entrance of the building. The areas where the employees work at don't really get cleaned.",/
453730,C-1594989,Amazon Com DEDC LLC,,10240 Old Dowd Rd,,CHARLOTTE,NC,28214,MECKLENBURG,493110 / 493110,2020-05-21 12:41:18,Email,Formal,,There are eight reported cases of COVID-19 and it is not possible to work within work stations and different areas and stay 6 feet apart.,/
453730,C-1622498,Amazon Fulfillment Center,,8000 Tuckaseegee Rd.,,CHARLOTTE,NC,28214,MECKLENBURG,493110 / 493110,2020-07-14 00:00:00,Email,Formal,,1. The employer is allowing sick employees to continue working. An employee was vomiting inside a trash can and continued working. The employer is not informing employees on procedures to take while having COVID-19 symptoms. 2. The facility is overwhelmed with bedbugs and fleas.,/
453730,C-1639596,"Amazon.com Services, Inc. - CLT2",,10240 Old Dowd Road,,CHARLOTTE,NC,28214,MECKLENBURG,454111 / 454111,2020-08-07 16:31:34,Email,Formal,,"1. At approximately 2:00 AM on July 25, 2020, there was a fire at the facility and no fire alarm went off. 2. The fire occurred near a conveyor which feeds cardboard to a dumpster, and which breaks down or jams frequently. 3. Following the fire, the smoke persisted, such that when employees went back to work, the atmosphere was hazy, smelled bad, and was hard to breathe. 4. Employees could have been exposed to the COVID-19 virus due to not maintaining Social Distance and removing face masks where they assembled after the fire evacuation; some have tested positive since the fire.",/
453730,C-1651672,Amazon Fulfillment Center,,8000 Tuckaseegee Rd.,,CHARLOTTE,NC,28214,MECKLENBURG,493110 / 493110,2020-08-26 00:00:00,Phone,Formal,,"1. The employer is not cleaning facility after confirmed COVID-19 cases and is allowing employees which have tested positive to continue working. 2. Employees are exposed to trip and fall hazards caused by loose cords near the computer screen and conveyors. 3. Employees are exposed to slip and fall hazards due to water leaking from the ceiling, onto the floor, on lane 1. There are oil spots on the floor around the conveyors and debris on the floor. 4. Employees are exposed to injuries while working near and handling pallets which have nails sticking out. 5. Employees are exposed to head hazards caused by the placement of the computer screen, on the conveyors used to scan materials. Employees have struck their heads against the screen. 6. Employees are experiencing heat related illness due to the hot temperatures inside the facility which are exacerbated by wearing mask. 7. Employees are exposed to struck by hazards while working around industrial equipment without wearing the visible safety vest.",/
453730,C-1685511,Amazon Fulfillment Center,,8000 Tuckaseegee Rd,,CHARLOTTE,NC,28214,MECKLENBURG,493110 / 493110,2020-11-10 13:53:53,Email,Formal,,1. Employees are not properly wearing mask inside the facility. 2. Employees are concerned for their health due to the presence of roaches inside the dining area.,/
453730,C-1701746,Amazon Fresh - UNC3,,4525 Statesville Rd.,,CHARLOTTE,NC,28269,MECKLENBURG,454113 / 454113,2020-12-07 13:47:02,Phone,Formal,,"1. Employees are not able to maintain 6 foot social distancing while working in the facility. 2. Ice and food particles are on the floor in the freezers which is causing a slip hazard to employees. 3. Food, boxes and pallets are in walkways and work areas which is causing a trip hazard to employees. 4. Ladders used to access racks to pick product are not stable , they have loose bolts or are ben and could cause employees to fall.",/
453730,C-1744634,Amazon UNC3,,4525 Statesville Rd,,CHARLOTTE,NC,28269,MECKLENBURG,492110 / 492110,2021-03-10 10:01:31,Email,Formal,,1. The employer is not practicing social distancing or requiring mask to be worn. 2. Employees are exposed to trip and fall injuries due to the aisles being messy. 3. Employees are exposed to struck by hazards caused by items falling off of shelves.,/
453730,C-1806004,Amazon Fulfillment Services Inc.,,3620 Reeves Ridge Rd,,CHARLOTTE,NC,28214,MECKLENBURG,493110 / 493110,2021-09-01 12:25:42,Phone,Formal,,There are several postive cases of COVID-19 daily in the facility and the employer is not following social distancing guidelines. Employees are not six feet apart from each other and are all together.,/
454712,C-1637641,Amazon.com Services LLC,,2020 Joe B Jackson Pkwy,,MURFREESBORO,TN,37127,RUTHERFORD,493110 / 493110,2020-08-04 20:45:00,Online,Nonformal,,"1. The company is not following the CDC guidelines for COVID 19. Employees come well within the 6 foot radius of other employees without masks while around the scanners and batteries. Equipment and materials, such as scanners and scanner batteries, carts and totes are not being properly cleaned between employee uses. 2. Carts/totes are caked with grime that could be potentially hazardous to employees who handle them. 3. Employees are being physically threatened by other employees/management",3 /5
454721,C-1625564,Amazon.com Services LLC,,3292 E Holmes Rd,,MEMPHIS,TN,38112,SHELBY,493110 / 493110,2020-07-20 09:30:00,Online,Nonformal,,"Employees are concerned with exposure to the coronavirus (COVID-19) due to the employer's failure to inform employees of positive cases in the workplace. The employer also fails to promote the practice of social distancing. In addition, the employer fails to train new hires to practice social distancing.",1 /200
454721,C-1671958,Amazon.com Services LLC,,3292 E Holmes Rd,,MEMPHIS,TN,38112,SHELBY,493110 / 493110,2020-10-12 08:00:00,Online,Nonformal,,1. There are many cases of COVID-19 in the workplace. 2. Social distancing in not enforced on the floor and when going to vending machines or going to break. 3. Face masks/face coverings are not worn properly.,3 /3300
454721,C-1737541,"Amazon.com Services, LLC",,4055 New Allen Road,,MEMPHIS,TN,38128,SHELBY,493110 / 493110,2021-02-23 08:00:00,Online,Formal,,Employees are not provided running water in the restrooms. Employees are not able to wash their hands during the COVID-19 pandemic.,/
454721,C-1740348,Amazon.com Services LLC,,3292 E Holmes Rd,,MEMPHIS,TN,38112,SHELBY,493110 / 493110,2021-03-01 13:30:00,Online,Formal,,1. COVID-19 cases are on the rise within the facility. 2. Employees are not wearing face coverings properly.,/
454722,C-1570132,Amazon.com Services LLC,,3292 E Holmes Rd,,MEMPHIS,TN,38112,SHELBY,493110 / 493110,2020-04-06 09:15:00,Online,Formal,,1. Several employees have been diagnosed with COVID; social distancing is not possible at the workplace. 2. Multiple employees have been positive for COVID; employees are not being notified. Building is not being cleaned and sanitized. 3. 30 new cases of COVID and employees are still required to work in close contact with one another and cannot maintain 6 feet apart. 4. 8 cases of COVID in the workplace. Social distancing is not working; solution is to put shower curtains between each station and in the restroom. Restrooms are not being cleaned properly. ,/
454722,C-1617427,Amazon,,2020 Joe B Jackson Parkway,,MURFREESBORO,TN,37127,RUTHERFORD,488991 / 488991,2020-07-07 08:00:00,Online,Formal,,1. The recommended CDC guidelines for COVID-19 are not being followed.,/
454722,C-1683092,"Amazon.com.dedc, LLC",,500 Duke Drive,,LEBANON,TN,37090,WILSON,493110 / 493110,2020-10-31 09:30:00,Online,Formal,,"1. Hazmat training is inadequate. 2. Items that are marked ""team-lift"" are lifted and moved by one person. 3. Employees are not wearing masks properly. 4. There is poor ventilation.",/
454722,C-1808133,Amazon MQY1,,6060 Golden Bear Gateway,,MOUNT JULIET,TN,37122,WILSON,454110 / 454110,2021-09-07 00:30:00,Online,Formal,,1. Employees are not being protected from potential exposure to COVID-19. Employees are not being tested or screened for COVID-19.,/
454722,C-1808054,Amazon Warehouse BNA9,,271 Mason Road,,LA VERGNE,TN,37086,RUTHERFORD,493110 / 493110,2021-09-07 23:30:00,Online,Nonformal,,1). Employees are exposed to COVID-19 at a high infection rate without protection protocols in place.,1 /300
454723,C-1609475,Amazon.com Services LLC,,7200 Discovery Drive,,CHATTANOOGA,TN,37421,HAMILTON,454111 / 454111,2020-06-22 12:15:00,Online,Nonformal,,1) The employer has not shut down operations to properly disinfect the entire workplace. ,1 /1
454723,C-1628858,Amazon.com Services LLC,,225 Infinity Drive NW,,CHARLESTON,TN,37310,BRADLEY,454111 / 454111,2020-07-23 08:15:00,Phone,Formal,,1) Four employees were sent home due to fever but were allowed to return to work after being fever free for 72 hours and were not required to be tested for COVID 2) An employee tested positive for COVID and was told to come back to work after 11 days instead of a 14 day quarantine 3) An employee¿s husband tested positive for COVID and she was denied medical leave to care for her husband ,/
521700,C-1558453,Amazon,,250 Emerald Drive,,JOLIET,IL,60435,WILL,454110 / 454110,2020-03-25 09:45:00,Online,Nonformal,,1. Employees are exposed to health hazards due to the employer not providing proper personal protective equipment PPE. 1910.132,1 /100
521700,C-1578164,Amazon MDW7,,6605 W. Monee Manhattan Road,,MONEE,IL,60449,WILL,493110 / 493110,2020-04-24 15:00:00,Phone,Nonformal,,1. Employees in building MDW7 are exposed to COVID-19 due to the employer not implementing social distancing and cleaning the facility effectively. Applicable OSHA Standard Section 5a1 of the 1970 OSH Act,1 /3500
521700,C-1581765,Amazon.com.dedc LLC,,2801 S. Western Ave.,,CHICAGO,IL,60608,COOK,493110 / 493110,2020-05-01 09:00:00,Online,Nonformal,,1. Employees in the facility are exposed to COVID-19 due to the employer not implementing social distancing and not cleaning the facility effectively. Applicable OSHA Standard Section 5a1 of the 1970 OSH Act,1 /250
521700,C-1587557,Amazon Fulfillment Center,,250 Emerald Drive,,JOLIET,IL,60433,WILL,423990 / 423990,2020-05-06 15:00:00,Phone,Nonformal,,1. The employer is not following CDC COVID-19 guidelines regarding providing Personal Protective Equipment (PPE) to employees to prevent the spread of COVID-19 in the workplace. Applicable Standard: Section 5(a)(1) of the 1970 Occupational Safety and Health Act,1 /1
521700,C-1683080,Amazon Fulfillment Center,,250 Emerald Drive,,JOLIET,IL,60433,WILL,423990 / 423990,2020-11-05 06:45:00,Online,Nonformal,,1. Employees are exposed to COVID-19. The employer performs COVID-19 testing on employees at the main entrance/exit where other employees walk in and/ or exit the facility. The employer does not practice social distancing as recommended by the Centers for Disease Control (CDC).,1 /100
521700,C-1740790,Amazon MDW 2,,250 Emerald Drive,,JOLIET,IL,60433,WILL,493110 / 493110,2021-03-01 05:08:00,Online,Formal,,"1. Employees required to access the belt behind the UIS machines (approximately 6-8 inches off the ground) are experiencing ergonomic injuries from crouching and bending over. The employer has not developed and implemented an effective ergonomic program that includes identifying ergonomic hazards and providing employee training. Potential applicable OSHA standard: Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970 2. Employees are exposed to struck by hazards due to empty boxes being thrown onto the line instead of using the step to access the line per Amazon policy, which is not being enforced. Potential applicable OSHA standard: Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970 3. Employees are exposed to chemicals from COVID-19 disinfectants are experiencing respiratory and skin irritations. Potential applicable OSHA Standard: 29 CFR 1910.1000",/
522300,C-1573386,"Amazon Fulfillment Center Euclid, OH",,1155 Babbitt,,EUCLID,OH,44132,CUYAHOGA,493110 / 493110,2020-04-17 09:00:00,Online,Nonformal,,1. All stations have not been sanitized 4 times per day. 2. The 6 foot social distancing is unable to be kept due to noise and job tasks 3. Masks our being worn but not when speaking. 4. Stations can switch 3 to 4 people per shift without any sanitizer for hand scanner available.,4 /4
522300,C-1585836,"Amazon Fulfillment Center Euclid, OH",,1155 Babbitt Road,,EUCLID,OH,44132,CUYAHOGA,493110 / 493110,2020-05-08 16:15:00,Online,Nonformal,,There has been 3 cases of covid-19 recently and the plant has not closed for sanitiizing and has stopped daily cleaning.,1 /1
522300,C-1614299,"Amazon Logistics, Inc.",,Romig Road,,AKRON,OH,44320,SUMMIT,454110 / 454110,2020-07-01 09:00:00,Phone,Nonformal,,"1. Approximately 14 employees have tested positive for COVID-19. The facility is not implementing CDC guidelines including, but not limited to social distancing. No action has been taken as a result of the positive cases.",1 /1
522300,C-1639820,Amazon,,1155 Babbitt Road,,EUCLID,OH,44132,CUYAHOGA,454110 / 454111,2020-08-07 14:30:00,Online,Nonformal,,1. The employer is not practicing social distancing. There is overcrowding while waiting for work at CLE3. 2. There are employees who are on their knees for over 10 hours unloading pods that shake and could tip over if the magnet fails.,2 /2
522300,C-1647743,Amazon,,21500 Emery Road,,CLEVELAND,OH,44128,CUYAHOGA,452910 / 452910,2020-08-20 14:15:00,Phone,Nonformal,,1. Employees were exposed to an unknown substance that leaked out of a tank in the outbound area in March of 2020. The smell made several employees nauseous. Some employees had to get medical treatment. 2. The employer is not disinfecting areas when employees are testing COVID 19 positive. ,2 /2
522300,C-1691650,Amazon Distribution Center,,2400 Romig Road,,AKRON,OH,44320,SUMMIT,424420 / 424420,2020-11-20 06:00:00,Online,Formal,,1. Employees who are positive with COVID-19 are returning to work within 10 days.,/
522300,C-1694341,Amazon,,21500 Emery Road,,CLEVELAND,OH,44128,CUYAHOGA,452910 / 452910,2020-11-24 21:30:00,Online,Nonformal,,1. Temperatures are not being taken daily. 2. Social distancing is not being adhered to.,2 /1
522300,C-1708148,"Amazon Fulfillment Center Euclid, OH",,1155 Babbitt Road,,EUCLID,OH,44132,CUYAHOGA,493110 / 493110,2020-12-16 11:30:00,Online,Formal,,1. Employees working in the Non-Inventory department (CLE3) are not wearing masks at all or properly by covering their nose and mouth. 2. Employees working in the Non-Inventory department (CLE3) are not maintaining six feet social distancing.,/
522500,C-1572720,"Amazon.com.dedc, LLC",,6050 Gateway Court,,OBETZ,OH,43207,FRANKLIN,493110 / 493110,2020-04-16 15:00:00,Phone,Nonformal,,1. There are no sanitizing or disinfecting cloths available to clean common use equipment for employees assigned as pickers. 2. There are no masks provided to employees who are not able to use social distancing to perform the work function.,2 /5
522500,C-1583244,Amazon,,11999 National Rd Sw,,ETNA,OH,43018,LICKING,454110 / 454110,2020-05-05 08:00:00,Online,Formal,,1. The employer is not ensuring that employees are protected from exposure to suspected COVID 19 by ensuring that the workplace is being cleaned and sanitized. Workspaces are being shared by employees. 2. Employees are not trained on the proper use of masks. Employees pulling down masks to speak. Masks are not being worn properly.,/
522500,C-1595415,"Amazon Fulfillment Services, Inc.","Amazon.com.dedc, LLC",11999 National Road SW,,ETNA,OH,43018,LICKING,454111 / 493110,2020-05-26 08:00:00,Online,Nonformal,,"1. The emergency water lines are blocked. 2. Throughout the facility, the fire extinguishers are blocked. 3. In the inbound and outbound dock areas, the employer is not following the CDC guidelines for cleaning and disinfecting areas.",3 /10
522500,C-1597540,Amazon,,11999 National Rd Sw,,ETNA,OH,43018,LICKING,454110 / 454110,2020-05-29 09:30:00,Online,Nonformal,,"Throughout the facility employees are exposed to the following alleged hazards: 1. Employees and managers are not wearing their masks correctly. Masks are being pulled down when talking to others including managers doing this when speaking with employees. 2. Jugs of hand sanitizer are found empty many times. There is no schedule for ensuring hand sanitizer containers are kept full. 3. At the Outbound Ship Dock, six foot social distancing is not being followed by all. This issue has been brought to management's attention but nothing has been done to ensure this occurs.",3 /200
522500,C-1688045,"Amazon Fulfillment Services, Inc.","Amazon.com.dedc, LLC",11999 National Road SW,,ETNA,OH,43018,LICKING,454111 / 454111,2020-11-16 14:30:00,Phone,Nonformal,,Employees have tested recently positive for COVID-19. The employer has not taken appropriate steps to protect other workers from exposure to the virus such as cleaning and disinfecting the affected work area.,1 /15
523400,C-1586778,"Amazon.com.dedc, LLC",,3501 120th Ave,,KENOSHA,WI,53140,KENOSHA,454110 / 518210,2020-05-06 14:30:00,Online,Nonformal,1477360,1. Employee's are not informed of COVID infected co-workers. Adequate safeguards are not in place.,1 /
523400,C-1597064,Amazon MKE 5,,11211 Burlington Rd.,,KENOSHA,WI,53144,KENOSHA,518210 / 518210,2020-05-28 12:30:00,Phone,Nonformal,1477368,1. Equipment is not sanitized. 2. Water stations are not sanitized. 3. Social distancing is not enforced. 4. There are untrained workers administering temperature checks. 5. Managers and employees do not wear masks correctly.,4 /1
523400,C-1600404,Amazon,Amazon Prime Now,4111 W Mitchell St,,MILWAUKEE,WI,53215,MILWAUKEE,454111 / 454111,2020-06-02 15:30:00,Online,Nonformal,,"1) During the covid-19 pandemic, although the company is being given proper items to protect the employees, employees and management are not utilizing them putting more people at risk.",1 /200
523400,C-1653052,Amazon,Amazon Prime Now,4111 W Mitchell St,,MILWAUKEE,WI,53215,MILWAUKEE,454111 / 454111,2020-08-31 08:00:00,Online,Formal,,Employer is not following CDC guidelines to protect employees from possible COVID 19 exposure by not keeping social distance. Employees are concerned seven or eight employees has tested positive for COVID-19. However safety measures are not being implemented and enforced such as face covering are not being wore properly. ,/
523400,C-1666254,Amazon MKE 5,,11211 Burlington Rd.,,KENOSHA,WI,53144,KENOSHA,518210 / 518210,2020-09-25 08:00:00,Online,Nonformal,,1. No masks are required when you walk into the building. 2. Employees are not required to wear a mask when walking from the parking lot and before entering the building. 3. Workers are constantly getting the Coronavirus. ,3 /1000
